id;created_at;text;label
25;2021-03-02T12:42:24.000Z;"Ditanyakan wartawan mengenai vaksinasi mandiri.

1. Jika kuota vaksinnya diluar kuota yang dimiliki Pemerintah, maka ini akan sangat membantu.

2. Jika kuota vaksinnya ikut dalam kuota yang dimiliki Pemerintah sekarang, maka ini mungkin mengganggu. Kecuali disiapkan skema khusus.";0
26;2021-03-02T13:49:35.000Z;Sebelumnya pada vaksinasi tahap pertama yang dimulai sejak Bapak Presiden Republik Indonesia Joko Widodo menerima suntikan dosis pertamanya tanggal 13 Januari 2021;1
27;2021-03-02T13:49:36.000Z;pada proses screening dan verifikasi penerima vaksin Sinovac pertama di DKI Jakarta saya dinyatakan tidak memenuhi syarat untuk divaksin karena masuk ke dalam 16 kriteria seseorang yang tidak dapat divaksin sesuai Keputusan Dirjen Pencegahan Pengendalian Penyakit @KemenkesRI;0
28;2021-03-02T13:49:36.000Z;"Nomor HK.02.02/4/1/2021 tentang Petunjuk Teknis Pelaksanaan Vaksinasi dalam Rangka Penaggulangan Pandemi Covid-19.

#VaksinuntukNegeri #VaksinAman";0
29;2021-03-02T13:49:36.000Z;"Dan akhirnya pada pertengahan Februari, kami yang punya penyakit komorbid, bapak ibu lanjut usia dan penyintas Covid-19 telah diperbolehkan menerima vaksin di tahap kedua.

#VaksinuntukNegeri #VaksinAman";0
30;2021-03-02T13:49:37.000Z;"Hal ini ditegaskan Kementerian Kesehatan RI melalui surat edaran nomor HK.02.02/I/368/2021 tentang Pelaksanaan Vaksinasi Covid-19 pada Kelompok Sasaran Lansia, Komorbid dan Penyintas COVID-19, serta Sasaran Tunda.

#VaksinuntukNegeri #VaksinAman";0
31;2021-03-02T13:49:37.000Z;"Vaksinasi ini adalah ikhtiar dan perjuangan kita bersama mengakhiri pandemi Covid-19 agar kesehatan pulih dan ekonomi bangkit.

#VaksinuntukNegeri #VaksinAman";1
32;2021-03-02T13:49:38.000Z;Maka dari itu, mari bersama kita sukseskan vaksinasi yang tengah berjalan di daerah masing-masing dan jika telah di vaksin tolong selalu berjuang melawan virus korona dengan terus meningkatkan kedisiplinan menerapkan protokol kesehatan 5M sampai pandemi berakhir.;1
33;2021-03-02T15:37:47.000Z;@CNNIndonesia @elimeidarti Ya Pak Walkot Medan berarti warga Bapak  taat mau di vaksin jadi harus banyak dikirim ke Medan , tetapi maaf ya saya nggak mau di vaksin karena saya ada asam lambung.;-1
34;2021-03-02T15:50:44.000Z;#DearTemanKantor ngapain si pd sibuk bgt cari vaksin. Mindset kita aja yg positif insa alloh sehat;-1
35;2021-03-03T01:34:18.000Z;"Seiring masifnya vaksinasi di Amerika, mereka mulai melonggarkan protokol kesehatan. Lebih 2 juta orang divaksin setiap harinya.

Benar-benar lagi unjuk kekuatan untuk coba pulih nih si raksasa 😁

Kita akan lihat hasilnya beberapa waktu kedepan. Sekitar 4 pekan dari sekarang.";0
36;2021-03-03T01:58:03.000Z;"@mohmahfudmd @PutraWadapi Untuk vaksinasi diharapkan ada sosialisasi yg matang kepada rakyat.
Msh banyak rakyat yg takut akan vaksinasi, ini disebabkan olh ketakutan akan evek dari vaksinasi itu sendiri.
Harap untuk dpt dipertimbangkan dan mencari solusi terbaiknya Prof @mohmahfudmd";-1
37;2021-03-03T01:59:56.000Z;@BIRUangbesar Kalo dngr cerita sblumnya, 1 hari doang sih, besokny udah normal lagi. Tpi ga semua orang efeknya sama, ada juga yg smpet muntah sampe badan lemas, kyknya tergntung kondisi badan masing2 deh. Sebaiknya sblum vaksin, konsul ke dokterny dlu aja;0
38;2021-03-03T03:59:42.000Z;"Brebutan daftar vaksin lansia di aplikasi good doctor akhirnya kebuka juga tuh tanggal appointment. Temen gue nanya ko lo tau si uda kebuka? Ya tau lah aplikasinya lapor ke gue. 😂

Padahal gue cek tiap jam dari pagi sampe kebuka jam 10 tadi. I learn this from......you know. 😀";0
39;2021-03-03T04:23:56.000Z;"Kuingin agar distribusi vaksin dpt dilakukan sesegera mungkin dan merata di seluruh Indonesia. But at the same time, muncul pertanyaan ""apakah ku siap ngantor tiap hari lg setelah semua orang udh vaksin?"" Regards, badanku yg udh ga biasa bangun before 8am:))";0
42;2021-03-03T04:31:40.000Z;@Kota_Tangerang min, mo tanya utk vaksinasi covid lansia Kota Tangerang ada kabar apa ya? Kapan bisa vaksin?;0
43;2021-03-03T04:40:15.000Z;@hadifianwidjaja @sociotalker Bukan masalah di bayar engga nya, supply vaksinya nyukup engga kalau peruntukan yg gratis diambil buat yg bayar. Kan supplier hanya bisa jual ke otoritas bukan kayak bisnis impor dr luar oleh swasta. Bottlenecknya di supply vaksin, distribusi serta pelaksanaanya;0
44;2021-03-03T06:36:19.000Z;Vaksin dilingkungan ku 1 kelurahan quotanya cuma 200/hari untuk lansia terlebih dulu . 1 kelurahan ada 14 RW dengan jumlah warga 1000an lebih jiwa per RW. Menurutku ini lambat bgt, berarti butuh 3 bulan setidaknya untuk semua warga tervaksin. Huhu;0
45;2021-03-03T06:56:58.000Z;"@hadifianwidjaja @ronaldhonarto @pakSHW @sociotalker Katakan udah ada suplai vaksin, yakin bakal tercapai target vaksinasi jutaan kalo sistemnya masih kayak sekarang?

Otoritas perlu kritik mas ga cuma dibuai duit doang kicep :). 
Beresin dulu bottlenecknya, baru sesumbar";-1
46;2021-03-03T07:01:48.000Z;Lockdown tak mampu, vaksin tak mau.;1
47;2021-03-03T07:36:52.000Z;Dok @dirgarambe @dr_koko28 jam 10.30 an td saya vaksin cov, kalau sore nanti mau olahraga badminton gitu aman gak sih dok ?;0
48;2021-03-03T07:48:05.000Z;"Eseok jadual vaksin.. dan diriku ditakut-takutin; ""yg nyuntikin vaksin itu dokter yg bikin kamu jaman SD kabur dari jendela kelas!""";0
49;2021-03-03T08:21:26.000Z;Menunda pembangunan infrastruktur ga bikin rakyat mati lo pak, menunda vaksinasi karena ga ada prioritas anggaran yang bisa menambah korban meninggal akibat covid;0
50;2021-03-03T11:45:45.000Z;Mantul yekan nyobain vaksin sinovac buatan PT biofarma 😂 semoga aman nih badan dr efek samping apapun🙃;0
51;2021-03-03T12:48:12.000Z;@KemenkesRI halo, ayah saya 78thn pernah transplantasi hati thn 2007 dan skrg msh mengkonsumsi obat.. Apakah yg sdh pernah ditransplantasi bs mendapat vaksin covid 19 ?;0
52;2021-03-03T12:58:48.000Z;@finnapusp Iyo fin,iye wes vaksin blm fin;0
53;2021-03-03T13:28:14.000Z;Minggu depan gua di vaksin dari kantor, takut bgt jadi titan hahaha;0
54;2021-03-03T13:54:27.000Z;"Saya baca berita yang menyebutkan bahwa kang @ridwankamil menanyakan harus bagaimana menghadapi varian mutant virus corona B117.

Saran untuk semua masih sama :
1. Gunakan masker
2. Buka jendela
3. Jaga jarak
4. Jaga kebersihan
5. Berjemur
6. Zinc + probiotik + Vit D
7. Vaksinasi";0
55;2021-03-03T13:56:18.000Z;Komunikasinya Walikota solo ke pemerintah pusat buat minta prioritas vaksin kek gmn ya kira2? Wkwk;0
56;2021-03-03T14:57:59.000Z;@dr_koko28 @ridwankamil tetep ya dok vaksinasi nya...lalu kapan anak suami dan mama saya dapat giliran vaksin...hiks;0
57;2021-03-04T01:24:19.000Z;@antoniusjody86 @hadifianwidjaja @riohermantara @sociotalker Makanya kita ya bisa skeptis pelaksanaan vaksin mandiri malah jadi kecemburuan sosial kalau penerapannya di lapangan masih amburadul seperti sekarang;0
58;2021-03-04T01:42:13.000Z;pekan vaksin ini ya... bikin yang senior disuruh bantu pmrnth buat vaksin keluar, bikin yang junior jaga lembur di rs 😂😊. semangat haha;1
59;2021-03-04T03:05:35.000Z;@dndrnasya Waduh bahaya ya vaksin itu;-1
61;2021-03-04T04:57:01.000Z;Udah berapa persen para pendidik dan tenaga kependidikan disuntik vaksin? Sudah maret.. 3 bulan lagi memasuki Tahun Ajaran baru.;0
62;2021-03-04T05:14:13.000Z;@_sumpitkayu @kochengfess Wah murah bngtt di tempat ku vaksin 300:( ngga buka cabang yah dia daerah jakarta?;0
63;2021-03-04T06:58:26.000Z;Vaksinasi mandiri ga ganggu vaksinasi prioritas ndasma. Saya dan suami sepertinya akan lebih dulu vaksin dibanding orangtua kami karena kantor lebih 'care'. Apakah jatah kami bs dihibahkan ke orangtua? Tentu tidak.;1
65;2021-03-04T07:24:42.000Z;Ijin pak menteri kenapa kami belum di vaksin;-1
66;2021-03-04T07:25:00.000Z;@BisnisOnlineGue Di kab tangerang guru sd ,tni/polisi yang mulai di vaksin;0
67;2021-03-04T09:55:51.000Z;@Tjandra_URL Perusahaan swasta uda pada ngelist, RS Swasta uda mulai buka kerjasama, BUMN uda ada yg mulai dapet vaksin mas. Klo yg uda dapet skrg sih jelas pake punya pemerintah deh.;0
68;2021-03-04T10:18:06.000Z;@kemendespdtt Ijin permohonan untuk di vaksin untuk semua pendamping desa.  Pak.;0
69;2021-03-04T11:21:01.000Z;@septian Yg uji klinis thn lalu yg Pfizer juga?;0
70;2021-03-04T11:39:28.000Z;"Ortu/mertua kalian sudah berhasil dpt vaksin? Ribet gak dapetnya?

WAG yg isinya om2 tante2 minggu ini penuh info di mana yg bisa dpt, mana yg antri lama/panjang, dan yg di liar Jakarta masih berharap menunggu kabar...";0
71;2021-03-04T11:51:32.000Z;@FenniUncu Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;0
72;2021-03-04T11:51:41.000Z;@emmaasmawati2 Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
73;2021-03-04T11:52:30.000Z;@hanatfutuh @BPJSKesehatanRI Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;0
74;2021-03-04T11:52:46.000Z;@tia_alzahira Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
75;2021-03-04T12:00:20.000Z;@dinithea Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;0
76;2021-03-04T12:00:36.000Z;@emmamalika2 Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
77;2021-03-04T12:00:47.000Z;@dewalova_ieiend Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;0
78;2021-03-04T12:00:57.000Z;@r_wahyuindah Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
79;2021-03-04T12:01:07.000Z;@andrevolusi @BPJSKesehatanRI Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
80;2021-03-04T12:01:16.000Z;@arrashy_ Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
81;2021-03-04T12:07:36.000Z;@Ria_Bilqis Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
82;2021-03-04T12:15:09.000Z;@natalia453640 Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
83;2021-03-04T12:15:20.000Z;@santi_imoet007 Waah semoga duta BPJS kesehatan memberikan cerminan terbaik bagi masyarakat yg msh takut di vaksin yaaa;1
84;2021-03-04T12:26:09.000Z;Alhamdulillah orang tua dah bisa dapet vaksin, minimal lebaran ini kalo balik rada amann 🙏;1
85;2021-03-04T12:32:25.000Z;hadeh dikit lagi vaksin kedua, ampun daahhh;0
86;2021-03-04T15:05:44.000Z;@fiasaurus Fii gimana cara daftar vaksin di Indramayu? Sama bayar berapa?;0
87;2021-03-04T15:23:55.000Z;@fiasaurus Kalo kamu itu di vaksin gimana? 😂;0
88;2021-03-04T23:36:53.000Z;yg sdh di vaksin ttp jaga kesehatan. Yang belum dapat tetep semangat, jangan kendor 3M;1
89;2021-03-04T23:57:37.000Z;"Fokuslah pada pengembangan vaksin merah putih. Geber. Alokasikan dana yang memadai untuk R&amp;D vaksin tsb. Tahun ini kita perlu.";1
90;2021-03-05T00:17:50.000Z;Efek vaksin tidur nyenyak;0
91;2021-03-05T06:15:49.000Z;Vaksin khusus yang pernah interaksi sama Dona di kampus.;0
92;2021-03-05T07:53:43.000Z;"@altersetengah Budak korporate juga sama mas.

Terakhir yang “saya siap vaksin” 😆";1
93;2021-03-05T08:37:31.000Z;Jawabnya “semua petugas pelayanan yang langsung berhubungan dgn masyarakat bu”.Sebelum vaksin, saya di screening terlebih dahulu. Setelah lolos langsung di suntik, tdk berasa sama sekali. Nunggu 30 menit setelah vaksin. Jika sudah aman tidak ada gejala langsung dikasih sertifikat;1
94;2021-03-05T10:17:54.000Z;"Semoga vaksinasi bisa sesuai harapan yakni 1 jt orang tiap hari.

Sudah lelah dengan keadaan spt saat ini,semoga pandemi ini cepet usai.

Tetep patuhi 3M demi keamanan dan kenyamanan bersama.";1
95;2021-03-05T10:41:39.000Z;"Ni berapa banyak sih varian baru covid19
Vaksin blom ud sliweran aja yg baru...
Please lah
😅";0
96;2021-03-05T11:00:00.000Z;@HalodocID selamat sore, setelah mendaftarkan lansia untuk Vaksin Covid-19, apa ada konfirmasi dari halodoc nya atau otomatis terdaftar?;0
97;2021-03-05T11:33:50.000Z;@faquhfiddin @fachryfauzy @dikayudanto Jadwal vaksin ESDM emang udah keluar?;0
98;2021-03-05T12:17:09.000Z;Kebagian jatah vaksin rabu besok. Takut sih ngga... Tapi gimana ya... Ada yang pengalaman?;0
99;2021-03-05T13:21:59.000Z;"Yang lain vaksin jadi makan banyak.
Aku vaksin efeknya berasa lagi mabuk. Pikiran kayak melayang 😂😂😂😂";1
100;2021-03-05T13:40:25.000Z;"Benci produk asing... Vaksin yang produk asing harus kita benci.... 😀
#KLBBodong";0
101;2021-03-05T14:16:43.000Z;"@jemzamanda iyes.
nanti abis vaksin, kamu ya yg nyamperin juragan sini 🙈";0
102;2021-03-05T15:31:10.000Z;"Vaksin di kantor pusat jadi ajang reuni temen2 kuliah 😂

Seneng rasanya ngeliat ke sana sini banyak yg kenal 🙃";0
103;2021-03-05T22:51:44.000Z;"@wixypdn @anakodok2009 @ngabdul Jangan terlalu mengeneralisir ah. Banyak yang protes cuman perkara komersialisasi vaksin kok.

Termasuk saya. 😊";0
104;2021-03-05T23:56:21.000Z;Mimpi di vaksin covid iku pertanda opo 😅;0
105;2021-03-06T06:25:38.000Z;Puji Tuhan sudah vaksin yg pertama 😊;1
106;2021-03-06T14:16:43.000Z;@gqldenst4rr @saltysya @snowglory_ @KSwazey @Citilink Yakin gua, lu ga tau kan di negara lain ud pada ad gerakan tanpa masker? Tolak vaksin,swab dll? Di hari kemerdekaan Brunei kemarin juga ga ad tuh yg pakai Masker, sampai Sultan nya aja. Dan di Brunei dari awal 0 angka covid. Ga bakal lu tau, karna ga ad Media yg berani siarin ny;0
107;2021-03-06T15:16:36.000Z;"@ElioAglio @mharisman Vaksin itu bermanfaat kalau disuntikkan ke penerima vaksin, siapapun dia. Lebih cepat lebih baik.
Menyimpan stock /persediaan vaksin = menunda manfaat.
Bodoh.";1
108;2021-03-06T22:03:26.000Z;"Vaksin sudah ke instansi pemerintah ya🤗.mutual kipop di ig ku,sudah bbrp yang nanya &amp; ada yg curhat galau.semangat kaka,aman aman. cmn kalau pake 2nd account suka lupa nama &amp; umurnya,jd harus liat list di grup lagi 😅😂.cmn inget nama panggilan.hihi";1
109;2021-03-07T05:27:12.000Z;@BacangSpecial Bener beberapa negara kmrn aku denger udah boleh di datengin asal para wisatawan harus sudah di vaksin;0
110;2021-03-07T06:39:13.000Z;"Duh. Mau di vaksin tapi beneran takut jarum suntik. 

Takut viral 😂";0
111;2021-03-07T10:20:54.000Z;"Sekolah Tatap Muka, YAY or NAY?

Sebagai orang tua yg punya anak SD, saya memilih NAY kalau belum ada kepastian jaminan peserta didik dan tenaga pendidik mendapatkan vaksin Covid-19.";1
112;2021-03-07T11:49:36.000Z;"Hal yg paling penting sih vaksin Covid-19 mesti selesai dulu buat tenaga pendidik (dosen &amp; guru), baru lbh tenang deh sekolah tatap mukanya. 

Ada pengecualian bagi siswa yg rumahnya jauh ke sekolah naik angkot nggak ikut sekolah tatap muka, untuk minimalisir paparan virus.";1
113;2021-03-07T12:10:43.000Z;@EllyKoro @pengarang_sajak @NannyAlexendry ,Siapa sih yang akan mendapat kursi itu  ya  saudara ? Ya bagaimana kah kedepannya apa akan terjadi konflik yg serius ,jika ya makin bertambah saja beban negara ini COVID blm berkurang meskipun sdh ada vaksin ,mudah2an menuju aman.;0
114;2021-03-07T16:16:26.000Z;@JordieYonatan @andreasivanb Habis vaksin kedua, mau ketemuan(?);0
116;2021-03-07T16:20:27.000Z;Sadar diri adalah vaksin terbaik dari sakit kronis;0
117;2021-03-07T21:39:54.000Z;Astagfirullah lupa bgt hari ini mau vaksin malah saur🙃;0
118;2021-03-08T02:35:00.000Z;hari ini aku vaksin weeee;0
119;2021-03-08T04:08:54.000Z;Ini Bankers ga ada jadwal Vaksin apa nih 😩;0
120;2021-03-08T04:14:42.000Z;"gue bilang sm yg nyuntik ""sakit gaksi dok? baru pertama kali disuntik vaksin soalnya"" ""dari 1-10 sakitnya brp dok?"" Dokternya bilang ""3 doang kok, jangan tegang ya"" pas ditarik lengan w anjirrr lgsg deg2an, kagak bisa ga tegang:))))))";0
121;2021-03-08T08:06:47.000Z;"@andiraa Backdropnya ""di vaksin"" 😭";1
122;2021-03-08T09:44:49.000Z;"Februari 2021 banyak negara masih berusaha untuk pulih dari pandemi sebagai program vaksinasi, rencana fiskal stimulus, dan paket insentif diluncurkan secara perlahan. 
#EnergyKatadata2021";0
123;2021-03-08T09:59:19.000Z;Melihat pejabat atau kerabat pejabat udah pada vaksin, gw yang bukan siapa-siapa ini hanya bisa berharap vaksin mandiri cepat mulai terlaksana;1
124;2021-03-08T11:40:20.000Z;Kapan ya dapet giliran vaksin 😭;1
125;2021-03-08T13:29:11.000Z;"Jakbar mulai vaksin
Jaksel kapan?";0
126;2021-03-08T14:01:01.000Z;Besok saya di vaksin;1
127;2021-03-08T14:32:43.000Z;"Tadi sepulang dari vaksin (maghrib) ngecek suhu badan, barusan ngecek lagi masih sama : 36,7.
So far no effect.";0
128;2021-03-08T14:39:08.000Z;@IwanMah Gw malah udah didaftarin vaksinasi covid-19 sama kantor bro... 😂;1
129;2021-03-08T14:43:23.000Z;@IwanMah Ntar gw minta ganti vaksin rabies ajah 😂😂😂;-1
130;2021-03-08T16:02:26.000Z;Tapi senggaknya dapat kabar baik, minggu depak kantor mulai vaksin.. 💪💪💪;1
131;2021-03-08T17:22:07.000Z;Habis vaksin gpp allhmdulillah tp tangan ngerasa kemeng;1
132;2021-03-09T00:14:48.000Z;Akhirnya nyokap dapet jatah juga vaksin lansia hari ini, semoga lancar;0
133;2021-03-09T01:10:56.000Z;Sumpah dah nih orang pada pinter bat, udh tau vaksin abis, kagak diorder🙄 mana gua tau kalo permintaan baru siang dikasih org gua baru masuk juga 😑;0
134;2021-03-09T01:18:41.000Z;Aay yg abis vaksin gue yg puyeng Ampe skrg 😭;0
135;2021-03-09T01:31:38.000Z;Teruntuk pegiat vaksin mohon disampaikan pula efek sampingnya, mual berkepanjangan, pusing kepala, demam tinggi sampai timbul bintik dll, supaya lbh mempersiapkan diri teruntuk yg belum:));0
136;2021-03-09T01:59:31.000Z;@wantri1314 Peralatan perangnya macam sakit gigi soalnyaa hehehe.. wah udah vaksin mantap;0
137;2021-03-09T03:27:56.000Z;puji tuhan. mama uda vaksin🍉🍉🍉;1
138;2021-03-09T03:57:43.000Z;@ridzki_n setidaknya si bapak uda terdeteksi daftar GCP training demi pengembangan vaksin ini (loh, jadi selama ini...?) Hehehe;0
139;2021-03-09T04:10:57.000Z;@BPJSKesehatanRI met siang min, dulu pernah baca perserta bpjs mandiri ada peroritas vaksin covid 19. Tp sampai sekarang vaksin datang kabar menghilang. Infonya min... suwun;0
140;2021-03-09T04:22:34.000Z;Mau liburan tapi ada jadwal Vaksin, hurf.;0
141;2021-03-09T04:44:07.000Z;"Woy berat bgt mata ini abis vaksin woy

Tidur malam, sampe kesiangan
Belum malam, eh sudah minta merem lagini mata
Mana ujan, nah cocok udah, merem jam2an

Inikah efek vaksin atau akunya aja yg males ye kan...";0
142;2021-03-09T05:39:37.000Z;"naga lo kenapa sih bang? Belom dikasih vaksin kok udah didebutin di mv king end lo itu, naga belom glow up lu munculin ke publik. 

Pasti sekarang naga nya kena mental brikdens. Eh tapi btw naga lo emang kaya iwak badut 😔";0
143;2021-03-09T06:21:20.000Z;"Saya tidak punya phobia jarum suntik, hanya phobia rasa sakit aja

#vaksinasi";0
144;2021-03-09T06:54:46.000Z;Jadi, kamu sudah vaksinasi atau belum?;0
145;2021-03-09T07:32:52.000Z;Alhamdulilah Vaksin nya hari Selasa bukan di Tanggal Merah/Weekend;1
146;2021-03-09T08:23:10.000Z;@thisis_farid Alhamdulillah. Nyokap juga Kamis kemarin dapat vaksin 🙏🏻 sehat-sehat yaa Rid, tante, oom  dan keluarga 🙏🏻;1
147;2021-03-09T08:30:14.000Z;Kirain suntik vaksin dateng lgsg suntik. Ternyata proses nya panjang jg ya.. apakabar para manula ya kasian hrs ikut proses nya.. exhausting;-1
148;2021-03-09T09:07:49.000Z;@seputarligina @tirta_hudhi Sekalian ngirim APD sm vaksin sinovac buat warga liverpool tuh min. Sama masker 100 ribu buag jenis N95 cc @tirta_hudhi;0
149;2021-03-09T12:14:21.000Z;"barusan dpt kabar dr keluarga
di NTT di luar Nakes  udah pd mulai vaksin....

semoga badai cepat berlalu 💪";1
150;2021-03-09T13:41:59.000Z;Ini kenapa bekas suntikan vaksin pegel banget yak🥲;-1
151;2021-03-09T14:04:36.000Z;@Raza37341904 @keaanuan_ Eh semangat ya! Tetep prokes dulu sambil nunggu vaksin;0
152;2021-03-09T16:00:37.000Z;"@KemenkesRI kok jam segini blm ada data update jumlah penerima vaksin covid-19 tgl 9 maret 2021?
pelaksanaan vaksinasi utk lansia lambat krn banyak yg gaptek shgg gak bs daftar online terutama du desa2, biar cepat buka lagi usia 55-59th pasti banyak yg daftar";0
153;2021-03-09T16:02:19.000Z;Gibraltar sudah selesai program vaksinasi. Lockdown selesai.;-1
154;2021-03-09T22:35:10.000Z;@AirinNzBergincu @KemenkesRI @ariandiputra30 @P3nj3l4j4h_id @03__nakula @narkosun @tolakbigotnkri @Tolak_BigotRI @NinjaCir3ng @Dnok_Ayu Semoga semua bisa segera di Vaksin..;1
155;2021-03-10T04:43:26.000Z;"@jokowi Wooow, Pak Gatotkaca disuntik vaksin terus terbang ....semangat untuk para seniman Yogyakarta
✌️😊";1
